group	fill
1	#EED8D6
2	#EDD7D4
3	#ECD4D1
4	#EBD2CF
5	#E9CFCC
6	#E8CDC9
7	#E7CBC7
8	#E6C9C5
9	#E5C6C3
10	#E4C4C0
11	#E3C2BE
12	#E1BFBB
13	#E0BDB8
14	#DEBAB5
15	#DDB7B2
16	#DBB4AF
17	#D9AFAA
18	#D6AAA4
19	#D3A49E
20	#D09E98
21	#CE9B95
22	#CC9892
23	#CB958E
24	#C9928B
25	#C78E87
26	#C48A83
27	#C1857E
28	#BE7F78
29	#BB7A73
30	#B8756E
31	#F4E6E4
32	#F3E4E2
33	#F2E2E0
34	#F1DFDD
35	#F0DDDA
36	#EFDBD8
37	#EED8D6
38	#EDD6D3
39	#ECD4D1
40	#EBD2CF
41	#EAD0CD
42	#E8CDCA
43	#E7CAC7
44	#E5C7C4
45	#E4C5C0
46	#E3C2BD
47	#E0BDB8
48	#DDB7B2
49	#DAB1AC
50	#D7ABA5
51	#D4A59F
52	#D1A19B
53	#CF9E97
54	#CE9B94
55	#CC9791
56	#C9928C
57	#C68D87
58	#C38881
59	#C0837C
60	#BD7E77
61	#FAF3F2
62	#F9F2F1
63	#F8F0EE
64	#F7EDEC
65	#F6EBE9
66	#F5E9E7
67	#F4E6E5
68	#F3E4E2
69	#F2E2E0
70	#F1E0DD
71	#F0DDDB
72	#EFDBD9
73	#EED8D5
74	#ECD5D2
75	#EBD2CF
76	#E9CFCC
77	#E7CAC6
78	#E4C4C0
79	#E1BEBA
80	#DEB8B3
81	#DBB2AD
82	#D7ACA7
83	#D4A6A1
84	#D3A39D
85	#D09F99
86	#CE9B94
87	#CB968F
88	#C8918A
89	#C58C85
90	#C28780
91	#FDFDFE
92	#FEFEFF
93	#FEFDFD
94	#FDFBFB
95	#FCF9F8
96	#FBF6F6
97	#FAF4F3
98	#F9F2F1
99	#F8F0EE
100	#F7EDEC
101	#F6EBEA
102	#F5E9E7
103	#F4E6E4
104	#F3E3E1
105	#F1E0DE
106	#F0DDDB
107	#EDD8D5
108	#EAD2CE
109	#E7CBC8
110	#E4C5C1
111	#E1BFBB
112	#DEBAB5
113	#DBB4AF
114	#D8ADA7
115	#D4A7A1
