group	fill
1	#F9F2F1
2	#F8EFED
3	#F6EBE9
4	#F4E7E5
5	#F2E2E0
6	#F0DEDC
7	#EFDBD8
8	#EDD7D4
9	#EBD4D1
10	#EAD0CD
11	#E8CCC9
12	#E6C8C4
13	#E4C4C0
14	#E2C0BB
15	#DFBBB7
16	#DDB7B2
17	#DBB3AE
18	#D8AEA8
19	#D5A7A2
20	#D1A19B
21	#CE9C96
22	#CD9993
23	#CB9690
24	#C9938C
25	#C78F88
26	#C58B84
27	#C28780
28	#C0837C
29	#BD7F77
30	#BB7A73
31	#FFFEFE
32	#FDFBFB
33	#FCF7F7
34	#FAF3F2
35	#F8EFEE
36	#F6EBEA
37	#F5E8E6
38	#F3E4E2
39	#F1E1DE
40	#F0DDDA
41	#EED9D7
42	#ECD5D2
43	#EAD1CD
44	#E8CCC9
45	#E6C8C4
46	#E4C4BF
47	#E1BFBB
48	#DEBAB5
49	#DBB3AE
50	#D8ADA8
51	#D5A7A1
52	#D1A19B
53	#D09E98
54	#CE9B95
55	#CC9892
56	#CA948E
57	#C8908A
58	#C68C86
59	#C38881
60	#C0847D
61	#F6F4FA
62	#F8F7FB
63	#FBFAFD
64	#FFFEFF
65	#FEFCFB
66	#FCF8F8
67	#FAF5F4
68	#F9F1F0
69	#F7EDEC
70	#F6E9E8
71	#F4E6E4
72	#F2E2E0
73	#F0DDDB
74	#EED9D6
75	#ECD4D1
76	#EAD0CD
77	#E8CCC8
78	#E5C6C2
79	#E2C0BB
80	#DEB9B5
81	#DBB3AE
82	#D8ADA8
83	#D4A7A1
84	#D3A39E
85	#D1A09A
86	#CF9D97
87	#CD9A94
88	#CB968F
89	#C9928B
90	#C68C86
91	#ECE9F5
92	#EEEBF6
93	#F1EFF7
94	#F4F3F9
95	#F7F6FB
96	#FAFAFC
97	#FDFDFE
98	#FEFDFD
99	#FDF9F9
100	#FBF6F5
101	#F9F2F1
102	#F8EEED
103	#F6EAE8
104	#F4E6E4
105	#F2E1DF
106	#F0DDDA
107	#EED8D6
108	#EBD2CF
109	#E8CCC8
110	#E5C6C2
111	#E1BFBB
112	#DEB9B4
113	#DBB3AE
114	#D8ADA7
115	#D6A9A3
116	#D4A6A0
117	#D2A39D
118	#D1A09A
119	#CE9B94
120	#CB958F
121	#E2DEEF
122	#E4E0F0
123	#E7E3F2
124	#EAE7F3
125	#EDEAF5
126	#F0EEF7
127	#F3F1F9
128	#F6F5FA
129	#F9F8FC
130	#FCFCFE
131	#FFFEFE
132	#FDFBFA
133	#FBF7F6
134	#FAF2F1
135	#F8EEED
136	#F6EAE8
137	#F4E5E3
138	#F1DFDC
139	#EED8D5
140	#EBD2CF
141	#E7CCC8
142	#E4C5C1
143	#E1BFBB
144	#DEB9B4
145	#DBB2AD
146	#D8AEA9
147	#D7ABA6
148	#D5A7A2
149	#D3A39E
150	#D09E98
151	#D8D3EA
152	#DAD5EB
153	#DCD8EC
154	#DFDBEE
155	#E3DFF0
156	#E6E2F1
157	#E9E6F3
158	#ECE9F5
159	#EFEDF6
160	#F2F0F8
161	#F5F4FA
162	#F8F7FB
163	#FBFBFD
164	#FFFFFF
165	#FDFBFB
166	#FBF6F6
167	#F9F2F1
168	#F6EBEA
169	#F3E5E3
170	#F0DEDC
171	#EDD8D5
172	#EAD2CE
173	#E7CBC8
174	#E4C5C1
175	#E1BFBA
176	#DEB8B3
177	#DBB3AE
178	#D9AFAA
179	#D7ABA5
180	#D3A49E
181	#CEC8E5
182	#D0CAE5
183	#D2CCE7
184	#D5D0E8
185	#D8D3EA
186	#DBD7EC
187	#DFDAED
188	#E2DEEF
189	#E5E1F1
190	#E8E5F2
191	#EBE8F4
192	#EEECF6
193	#F1EFF8
194	#F4F3F9
195	#F8F7FB
196	#FBFBFD
197	#FFFEFE
198	#FCF8F7
199	#F9F1F0
200	#F6EBE9
201	#F3E4E2
202	#F0DEDC
203	#EDD8D5
204	#EAD1CE
205	#E7CBC7
206	#E4C4C0
207	#E0BDB9
208	#DDB7B2
209	#D9B0AA
210	#D5A8A2
211	#C4BDDF
212	#C6BFE0
213	#C8C1E1
214	#CBC4E3
215	#CEC8E4
216	#D1CBE6
217	#D4CFE8
218	#D7D2E9
219	#DAD6EB
220	#DED9ED
221	#E1DDEF
222	#E4E0F0
223	#E7E4F2
224	#EAE7F4
225	#EDEBF5
226	#F1EFF7
227	#F5F4FA
228	#FBFAFD
229	#FFFEFE
230	#FCF7F7
231	#F9F1F0
232	#F6EAE9
233	#F3E4E2
234	#F0DEDB
235	#EDD7D4
236	#EAD0CD
237	#E6C9C5
238	#E1BFBA
239	#DCB5B0
240	#D8ACA7
241	#BAB2DA
242	#BCB4DA
243	#BEB6DB
244	#C1B9DD
245	#C4BCDF
246	#C7C0E1
247	#CAC3E2
248	#CDC7E4
249	#D0CAE6
250	#D3CEE7
251	#D6D1E9
252	#DAD5EB
253	#DDD8EC
254	#E0DCEE
255	#E3DFF0
256	#E6E3F2
257	#EBE8F4
258	#F0EEF7
259	#F5F4FA
260	#FBFAFD
261	#FEFEFD
262	#FCF7F6
263	#F9F1F0
264	#F6EAE9
265	#F3E3E1
266	#EFDCD9
267	#EBD3CF
268	#E5C7C3
269	#DFBBB6
270	#D8AEA9
271	#B0A7D4
272	#B2A9D5
273	#B4ABD6
274	#B7AED8
275	#BAB1D9
276	#BDB5DB
277	#C0B8DD
278	#C3BBDE
279	#C6BFE0
280	#C9C2E2
281	#CCC6E3
282	#CFC9E5
283	#D2CDE7
284	#D6D0E9
285	#D9D4EA
286	#DCD7EC
287	#E0DCEE
288	#E6E2F1
289	#EBE8F4
290	#F0EEF7
291	#F6F4FA
292	#FBFBFD
293	#FEFDFD
294	#FBF6F6
295	#F8EFEE
296	#F4E6E4
297	#EFDBD8
298	#E8CDC9
299	#E1BEB9
300	#D9AFAA
301	#A69DCF
302	#A89ED0
303	#AAA0D1
304	#ACA3D2
305	#AFA6D4
306	#B3AAD5
307	#B6ADD7
308	#B9B0D9
309	#BCB4DA
310	#BFB7DC
311	#C2BADE
312	#C5BEE0
313	#C8C1E1
314	#CBC5E3
315	#CEC8E5
316	#D2CCE6
317	#D6D1E9
318	#DBD6EC
319	#E1DCEF
320	#E6E2F1
321	#EBE9F4
322	#F1EFF7
323	#F6F5FA
324	#FCFCFE
325	#FDFAFA
326	#F7EDEC
327	#F0DEDC
328	#E9CFCC
329	#E2C0BC
330	#DAB1AC
331	#9C92C9
332	#9E94CA
333	#A096CB
334	#A298CC
335	#A59BCE
336	#A89FD0
337	#ABA2D1
338	#AEA5D3
339	#B2A9D5
340	#B5ACD7
341	#B8AFD8
342	#BBB3DA
343	#BEB6DC
344	#C1B9DD
345	#C4BDDF
346	#C7C0E1
347	#CCC5E3
348	#D1CBE6
349	#D6D1E9
350	#DCD7EC
351	#E1DDEF
352	#E6E3F2
353	#ECEAF5
354	#F3F1F8
355	#FFFFFF
356	#F8EFEE
357	#F1DFDD
358	#E9CFCC
359	#E2C0BB
360	#D9B0AB
361	#9288C4
362	#9489C5
363	#968BC6
364	#988DC7
365	#9B91C8
366	#9E94CA
367	#A197CC
368	#A49ACE
369	#A79ECF
370	#AAA1D1
371	#AEA4D3
372	#B1A8D4
373	#B4ABD6
374	#B7AED8
375	#BAB2D9
376	#BDB5DB
377	#C2BADE
378	#C7C0E0
379	#CCC5E3
380	#D1CBE6
381	#D7D2E9
382	#DED9ED
383	#E7E3F2
384	#F3F2F9
385	#FEFDFD
386	#F7EDEC
387	#F0DDDB
388	#E8CECA
389	#E1BEBA
390	#D9AFA9
391	#887DBE
392	#8A7FBF
393	#8B81C0
394	#8D83C1
395	#9186C3
396	#9489C5
397	#978CC6
398	#9A90C8
399	#9D93CA
400	#A096CB
401	#A399CD
402	#A69DCF
403	#AAA0D0
404	#ADA3D2
405	#B0A7D4
406	#B4ABD6
407	#B9B1D9
408	#BFB7DC
409	#C4BDDF
410	#CAC3E2
411	#D1CBE6
412	#DBD7EC
413	#E7E4F2
414	#F5F3F9
415	#FEFBFB
416	#F6EBEA
417	#EFDCD9
418	#E8CCC8
419	#E0BCB8
420	#D8ADA8
421	#7F75BA
422	#8076BA
423	#8177BB
424	#8379BC
425	#867BBD
426	#897FBF
427	#8C82C1
428	#9085C2
429	#9388C4
430	#968CC6
431	#9A90C8
432	#9E94CA
433	#A298CC
434	#A59CCE
435	#A99FD0
436	#ADA4D2
437	#B3AAD5
438	#B8B0D8
439	#BEB6DC
440	#C6BFE0
441	#D0CAE6
442	#DCD7EC
443	#E9E6F3
444	#F6F5FA
445	#FDFAF9
446	#F6EAE8
447	#EEDAD7
448	#E7CAC7
449	#DFBBB6
450	#D7ABA6
451	#776CB5
452	#776DB5
453	#786EB6
454	#796FB7
455	#7C72B8
456	#8076BA
457	#8479BC
458	#887DBE
459	#8B81C0
460	#8F85C2
461	#9389C4
462	#978CC6
463	#9A90C8
464	#9E94CA
465	#A298CC
466	#A79DCF
467	#ACA3D2
468	#B3AAD6
469	#BCB4DA
470	#C5BEDF
471	#D0CAE5
472	#DDD8ED
473	#EAE7F4
474	#F7F6FB
475	#FCF8F8
476	#F5E8E6
477	#EED8D5
478	#E6C9C5
479	#DEB9B4
480	#D6AAA4
481	#6F65B1
482	#7167B2
483	#7268B3
484	#746AB4
485	#766CB5
486	#796FB6
487	#7D72B8
488	#8076BA
489	#847ABC
490	#887DBE
