group	fill
1	#F1DFDD
2	#F0DDDA
3	#EEDAD7
4	#EDD7D4
5	#ECD4D1
6	#EAD1CE
7	#E9CECB
8	#E8CCC8
9	#E6C9C5
10	#E5C7C3
11	#E4C4C0
12	#E2C1BC
13	#E0BDB9
14	#DFBAB5
15	#DDB7B2
16	#DBB3AE
17	#D9AFAA
18	#D6A9A4
19	#D3A39E
20	#CF9D97
21	#CD9A94
22	#CC9791
23	#CA948E
24	#C8918A
25	#C68D86
26	#C48982
27	#C2857E
28	#BF817A
29	#BC7C74
30	#B9776F
31	#F7ECEB
32	#F6EAE9
33	#F5E7E6
34	#F3E4E2
35	#F2E1DF
36	#F1DFDC
37	#EFDCD9
38	#EED9D7
39	#EDD7D4
40	#ECD4D1
41	#EAD2CE
42	#E9CECB
43	#E7CBC7
44	#E6C8C4
45	#E4C4C0
46	#E2C1BD
47	#E0BDB8
48	#DDB6B2
49	#DAB0AB
50	#D6AAA5
51	#D3A49E
52	#D1A09A
53	#CF9D97
54	#CD9A93
55	#CB9790
56	#C9938C
57	#C78F88
58	#C48983
59	#C1847D
60	#BE7F78
61	#FDFAF9
62	#FCF8F7
63	#FBF5F4
64	#F9F2F1
65	#F8EFEE
66	#F7ECEB
67	#F6EAE8
68	#F4E7E5
69	#F3E4E2
70	#F2E2DF
71	#F1DFDD
72	#EFDCDA
73	#EED9D6
74	#ECD5D2
75	#EBD2CF
76	#E9CECB
77	#E7CAC6
78	#E4C4BF
79	#E0BDB9
80	#DDB7B2
81	#DAB1AC
82	#D7ABA6
83	#D4A5A0
84	#D2A29C
85	#D09F99
86	#CF9C96
87	#CC9791
88	#C9928C
89	#C68D87
90	#C38881
91	#F8F7FB
92	#FAF9FC
93	#FCFCFD
94	#FFFFFF
95	#FEFDFD
96	#FDFAFA
97	#FCF7F7
98	#FAF5F4
99	#F9F2F1
100	#F8EFEE
101	#F7ECEB
102	#F6E9E8
103	#F4E6E5
104	#F3E3E1
105	#F1E0DD
106	#EFDCDA
107	#EDD7D4
108	#EAD1CE
109	#E7CBC7
110	#E4C4C0
111	#E1BEBA
112	#DEB8B3
113	#DBB2AD
114	#D7ACA7
115	#D5A8A2
116	#D3A49E
117	#D1A09A
118	#CE9B95
119	#CB9690
120	#C8918A
121	#EEEBF6
122	#EFEDF6
123	#F1EFF8
124	#F3F2F9
125	#F6F4FA
126	#F8F7FB
127	#FAF9FC
128	#FCFCFE
129	#FFFFFF
130	#FEFDFC
131	#FDFAF9
132	#FCF7F6
133	#FAF4F3
134	#F9F1F0
135	#F7EDEC
136	#F6EAE8
137	#F3E4E2
138	#F0DEDC
139	#EDD8D5
140	#EAD2CE
141	#E7CCC8
142	#E4C5C1
143	#E1BFBB
144	#DEB9B4
145	#DBB2AD
146	#D7ACA6
147	#D5A7A2
148	#D3A39D
149	#D09F99
150	#CD9A93
151	#E3DFF0
152	#E4E0F0
153	#E6E2F1
154	#E8E5F3
155	#EAE8F4
156	#EDEAF5
157	#EFEDF6
158	#F1EFF8
159	#F4F2F9
160	#F6F5FA
161	#F8F7FB
162	#FAFAFD
163	#FDFCFE
164	#FFFFFF
165	#FDFBFB
166	#FCF8F7
167	#F9F2F1
168	#F7ECEA
169	#F4E5E3
170	#F1DFDD
171	#EED9D6
172	#EBD3CF
173	#E8CCC9
174	#E5C6C2
175	#E1BEBA
176	#DDB7B2
177	#DAB0AB
178	#D7ABA6
179	#D4A7A1
180	#D1A09A
181	#D8D3EA
182	#D9D4EA
183	#DBD6EB
184	#DDD8ED
185	#DFDBEE
186	#E2DEEF
187	#E4E0F0
188	#E6E3F2
189	#E8E5F3
190	#EBE8F4
191	#EDEAF5
192	#EFEDF6
193	#F2F0F8
194	#F4F2F9
195	#F6F5FA
196	#F9F8FC
197	#FEFEFF
198	#FDF9F9
199	#FAF3F2
200	#F7EDEB
201	#F4E6E4
202	#F1E0DE
203	#EEDAD7
204	#EBD2CF
205	#E7CBC7
206	#E3C3BF
207	#E0BCB7
208	#DCB5B0
209	#D8ADA8
210	#D3A59F
211	#CDC7E4
212	#CEC8E4
213	#D0C9E5
214	#D2CCE6
215	#D4CEE8
216	#D6D1E9
217	#D9D4EA
218	#DBD6EB
219	#DDD9ED
220	#E0DBEE
221	#E2DEEF
222	#E4E0F0
223	#E6E3F2
224	#E9E6F3
225	#EBE8F4
226	#EEECF6
227	#F3F2F9
228	#F8F8FB
229	#FEFEFE
230	#FDFAFA
231	#FAF4F3
232	#F7EEEC
233	#F4E6E4
234	#F1DFDC
235	#EDD7D4
236	#E9D0CC
237	#E6C8C4
238	#E1BFBB
239	#DCB4AF
240	#D7ABA5
241	#C2BBDE
242	#C3BCDF
243	#C5BDDF
244	#C7C0E0
245	#C9C2E2
246	#CBC5E3
247	#CEC7E4
248	#D0CAE5
249	#D2CCE7
250	#D4CFE8
251	#D7D1E9
252	#D9D4EA
253	#DBD6EC
254	#DED9ED
255	#E0DCEE
256	#E3DFF0
257	#E8E5F3
258	#EDEBF5
259	#F2F1F8
260	#F8F7FB
261	#FDFDFE
262	#FDFAFA
263	#FAF3F2
264	#F6EBEA
265	#F3E4E2
266	#EFDCDA
267	#EBD3D0
268	#E6C8C5
269	#E0BCB7
270	#D8ADA8
271	#B8AFD8
272	#B8B0D9
273	#BAB1D9
274	#BCB4DA
275	#BEB6DC
276	#C0B8DD
277	#C2BBDE
278	#C5BDDF
279	#C7C0E1
280	#C9C2E2
281	#CCC5E3
282	#CEC7E4
283	#D0CAE6
284	#D2CDE7
285	#D5CFE8
286	#D8D3EA
287	#DDD8EC
288	#E2DEEF
289	#E7E4F2
290	#ECEAF5
291	#F2F0F8
292	#F8F7FB
293	#FFFFFF
294	#FCF8F7
295	#F9F0EF
296	#F5E8E6
297	#F0DDDA
298	#E9CECA
299	#E1BFBB
300	#DAB0AB
301	#AEA5D3
302	#AFA6D3
303	#B0A7D4
304	#B1A8D4
305	#B3AAD6
306	#B5ACD7
307	#B7AFD8
308	#BAB1D9
309	#BCB4DA
310	#BEB6DC
311	#C0B9DD
312	#C3BBDE
313	#C5BEDF
314	#C7C0E1
315	#CAC3E2
316	#CDC7E4
317	#D2CCE6
318	#D7D1E9
319	#DCD7EC
320	#E1DDEF
321	#E8E4F2
322	#EEEBF6
323	#F4F3F9
324	#FAFAFD
325	#FEFDFC
326	#F8EFEE
327	#F1E0DE
328	#EAD1CD
329	#E3C2BD
330	#DBB3AE
331	#A59CCE
332	#A69CCE
333	#A79DCF
334	#A89ECF
335	#A9A0D0
336	#ABA2D1
337	#ADA3D2
338	#AFA5D3
339	#B1A8D4
340	#B3AAD6
341	#B5ADD7
342	#B8AFD8
343	#BAB2D9
344	#BCB4DB
345	#BEB7DC
346	#C2BBDE
347	#C7C0E0
348	#CCC5E3
349	#D1CBE6
350	#D7D2E9
351	#DDD9ED
352	#E3E0F0
353	#EAE7F3
354	#F0EEF7
355	#FDFDFE
356	#F9F2F1
357	#F2E2E0
358	#EBD3D0
359	#E4C4C0
360	#DCB5B0
361	#9C92C9
362	#9D92C9
363	#9D93CA
364	#9E94CA
365	#A096CB
366	#A298CC
367	#A399CD
368	#A59BCE
369	#A79DCF
370	#A89FD0
371	#AAA1D1
372	#ACA3D2
373	#AFA6D3
374	#B1A8D5
375	#B3ABD6
376	#B7AFD8
377	#BCB4DB
378	#C1B9DD
379	#C6BFE0
380	#CDC6E4
381	#D3CDE7
382	#D9D4EA
383	#E2DEEF
384	#EEECF6
385	#FBFBFD
386	#FAF3F2
387	#F3E3E1
388	#EBD3D0
389	#E3C3BF
390	#DBB4AF
391	#9388C4
392	#9389C4
393	#948AC5
394	#958AC5
395	#968CC6
396	#988EC7
397	#9A90C8
398	#9C91C9
399	#9D93CA
400	#9F95CB
401	#A197CC
402	#A298CC
403	#A49ACD
404	#A69CCE
405	#A89FD0
406	#ADA3D2
407	#B1A8D5
408	#B6AED7
409	#BCB4DB
410	#C3BCDF
411	#CBC4E3
412	#D5D0E8
413	#E2DEEF
414	#EFEDF6
415	#FDFCFE
416	#F9F2F1
417	#F2E1DF
418	#EAD2CE
419	#E3C2BE
420	#DBB2AD
421	#897FBF
422	#8A7FBF
423	#8B80C0
424	#8B81C0
425	#8D82C1
426	#8F84C2
427	#9086C3
428	#9288C4
429	#9489C5
430	#958BC6
431	#978DC6
432	#998EC7
433	#9A90C8
434	#9D93CA
435	#9F95CB
436	#A49ACD
437	#A99FD0
438	#B0A7D4
439	#B6AED7
440	#BFB7DC
441	#CAC3E2
442	#D6D0E9
443	#E3DFF0
444	#F0EEF7
445	#FEFEFE
446	#F9F0EF
447	#F1E0DE
448	#EAD0CD
449	#E2C0BC
450	#DAB1AC
451	#8076BA
452	#8176BA
453	#8177BB
454	#8278BB
455	#8379BC
456	#857BBD
457	#877CBE
458	#897EBF
459	#8B81C0
460	#8E83C1
461	#9085C3
462	#9288C4
463	#948AC5
464	#978CC6
465	#9A8FC8
466	#9F94CA
467	#A59BCE
468	#ABA2D1
469	#B5ACD6
