group	fill
1	#968CC6
2	#9C92C9
3	#A298CC
4	#A89ED0
5	#AEA5D3
6	#B4ABD6
7	#B9B1D9
8	#BFB7DC
9	#C5BEE0
10	#CBC4E3
11	#D1CBE6
12	#D7D1E9
13	#DCD8EC
14	#E2DEEF
15	#E8E5F3
16	#EEECF6
17	#F4F2F9
18	#FAF9FC
19	#FFFEFE
20	#FCF7F6
21	#F8F0EF
22	#F5E9E7
23	#F2E2E0
24	#EFDBD8
25	#EBD4D1
26	#E8CDC9
27	#E5C6C2
28	#E1BFBB
29	#DEB8B3
30	#DAB1AC
31	#9389C4
32	#998FC8
33	#9F95CB
34	#A59BCE
35	#ABA1D1
36	#B1A8D4
37	#B7AED8
38	#BCB4DB
39	#C2BBDE
40	#C8C1E1
41	#CEC8E4
42	#D4CEE8
43	#DAD5EB
44	#DFDBEE
45	#E5E2F1
46	#EBE8F4
47	#F1EFF7
48	#F7F6FB
49	#FDFCFE
50	#FDFBFA
51	#FAF3F3
52	#F7ECEB
53	#F4E5E3
54	#F0DEDC
55	#EDD7D4
56	#EAD0CD
57	#E6C9C6
58	#E3C2BE
59	#DFBCB7
60	#DCB5B0
61	#9086C3
62	#968CC6
63	#9C92C9
64	#A298CC
65	#A89ED0
66	#AEA5D3
67	#B4ABD6
68	#BAB1D9
69	#BFB8DC
70	#C5BEE0
71	#CBC4E3
72	#D1CBE6
73	#D7D1E9
74	#DDD8EC
75	#E2DEF0
76	#E8E5F3
77	#EEECF6
78	#F4F2F9
79	#FAF9FC
80	#FFFEFE
81	#FCF7F6
82	#F8F0EF
83	#F5E9E7
84	#F2E2E0
85	#EFDBD8
86	#EBD4D1
87	#E8CDC9
88	#E5C6C2
89	#E1BFBB
90	#DEB8B3
91	#8D83C1
92	#9389C4
93	#998FC8
94	#9F95CB
95	#A59BCE
96	#ABA2D1
97	#B1A8D4
98	#B7AED8
99	#BCB4DB
100	#C2BBDE
101	#C8C1E1
102	#CEC8E4
103	#D4CEE8
104	#DAD5EB
105	#E0DBEE
106	#E5E2F1
107	#EBE8F4
108	#F1EFF7
109	#F7F6FB
110	#FDFDFE
111	#FDFAFA
112	#FAF3F2
113	#F7ECEB
114	#F4E5E3
115	#F0DEDC
116	#EDD7D4
117	#EAD0CD
118	#E6C9C6
119	#E3C2BE
120	#DFBCB7
121	#8B80C0
122	#9086C3
123	#968CC6
124	#9C92C9
125	#A298CC
126	#A89ED0
127	#AEA5D3
128	#B4ABD6
129	#BAB1D9
130	#BFB8DC
131	#C5BEE0
132	#CBC4E3
133	#D1CBE6
134	#D7D1E9
135	#DDD8EC
136	#E3DFF0
137	#E8E5F3
138	#EEECF6
139	#F4F3F9
140	#FAF9FC
141	#FFFEFE
142	#FBF7F6
143	#F8F0EF
144	#F5E9E7
145	#F2E2DF
146	#EFDBD8
147	#EBD4D1
148	#E8CDC9
149	#E5C6C2
150	#E1BFBB
151	#887DBE
152	#8E83C1
153	#9389C4
154	#998FC8
155	#9F95CB
156	#A59BCE
157	#ABA2D1
158	#B1A8D4
159	#B7AED8
