group	fill
1	#ABA1D1
2	#B1A8D5
3	#B8AFD8
4	#BEB6DC
5	#C5BDDF
6	#CBC5E3
7	#D2CCE6
8	#D8D3EA
9	#DFDAEE
10	#E5E2F1
11	#ECE9F5
12	#F2F1F8
13	#F9F8FC
14	#FFFEFE
15	#FBF6F6
16	#F8EEED
17	#F4E7E5
18	#F1DFDC
19	#EDD7D4
20	#E9CFCC
21	#E5C7C3
22	#E2C0BB
23	#DEB8B3
24	#DAB0AB
25	#D6A9A3
26	#D1A19B
27	#CD9A94
28	#C9928C
29	#C58B84
30	#C0837D
31	#A79DCF
32	#AEA4D3
33	#B4ABD6
34	#BBB2DA
35	#C1B9DD
36	#C8C1E1
37	#CEC8E4
38	#D5CFE8
39	#DBD6EC
40	#E2DEEF
41	#E8E5F3
42	#EFEDF6
43	#F5F4FA
44	#FCFCFD
45	#FDFBFA
46	#FAF3F2
47	#F6EBE9
48	#F3E3E1
49	#EFDBD9
50	#EBD3D0
51	#E7CCC8
52	#E4C4C0
53	#E0BCB8
54	#DCB5B0
55	#D8ADA8
56	#D4A5A0
57	#D09E98
58	#CB9690
59	#C78F88
60	#C38881
61	#A39ACD
62	#AAA0D1
63	#B0A7D4
64	#B7AED8
65	#BEB6DB
66	#C4BDDF
67	#CBC4E3
68	#D1CBE6
69	#D8D2EA
70	#DEDAED
71	#E5E1F1
72	#EBE8F4
73	#F2F0F8
74	#F8F7FB
75	#FFFFFF
76	#FCF7F6
77	#F8EFEE
78	#F5E7E6
79	#F1DFDD
80	#EDD8D5
81	#EAD0CC
82	#E6C8C4
83	#E2C0BC
84	#DEB9B4
85	#DAB1AC
86	#D6AAA4
87	#D2A29C
88	#CE9A94
89	#C9938D
90	#C58C85
91	#A096CB
92	#A69DCF
93	#ADA4D2
94	#B3ABD6
95	#BAB2D9
96	#C0B9DD
97	#C7C0E1
98	#CEC7E4
99	#D4CEE8
100	#DBD6EB
101	#E1DDEF
102	#E8E4F2
103	#EEECF6
104	#F5F3F9
105	#FBFBFD
106	#FDFBFB
107	#FAF3F3
108	#F7ECEA
109	#F3E4E2
110	#EFDCD9
111	#ECD4D1
112	#E8CCC9
113	#E4C5C1
114	#E0BDB8
115	#DCB5B0
116	#D8AEA8
117	#D4A6A0
118	#D09F99
119	#CC9791
120	#C89089
121	#9C92C9
122	#A399CD
123	#A9A0D0
124	#B0A7D4
125	#B6AED7
126	#BDB5DB
127	#C3BCDF
128	#CAC3E2
129	#D0CAE6
130	#D7D2E9
131	#DED9ED
132	#E4E0F0
133	#EBE8F4
134	#F1EFF8
135	#F8F7FB
136	#FEFEFF
137	#FCF8F7
138	#F8F0EF
139	#F5E8E6
140	#F1E0DE
141	#EED8D6
142	#EAD1CD
143	#E6C9C5
144	#E2C1BD
145	#DEB9B5
146	#DAB2AD
147	#D6AAA5
148	#D2A39D
149	#CE9B95
150	#CA948D
151	#998EC7
152	#9F95CB
153	#A69CCE
154	#ACA3D2
155	#B3AAD6
156	#B9B1D9
157	#C0B8DD
158	#C6BFE0
159	#CDC6E4
160	#D3CEE7
161	#DAD5EB
162	#E1DCEE
163	#E7E4F2
164	#EEEBF6
165	#F4F3F9
166	#FBFAFD
167	#FEFCFC
168	#FAF4F3
169	#F7ECEB
170	#F3E4E3
171	#F0DDDA
172	#ECD5D2
173	#E8CDCA
174	#E4C5C1
175	#E1BEB9
176	#DDB6B1
177	#D9AEA9
178	#D5A7A1
179	#D09F99
180	#CC9892
181	#958BC5
182	#9C91C9
183	#A298CC
184	#A99FD0
185	#AFA6D4
186	#B6ADD7
187	#BCB4DB
188	#C3BBDE
189	#C9C3E2
190	#D0CAE5
191	#D6D1E9
192	#DDD8ED
193	#E3E0F0
194	#EAE7F4
195	#F1EFF7
196	#F7F6FB
197	#FEFEFE
198	#FCF9F8
199	#F9F1F0
200	#F5E9E7
201	#F2E1DF
202	#EED9D6
203	#EAD1CE
204	#E6CAC6
205	#E3C2BE
206	#DFBAB6
207	#DBB3AD
208	#D7ABA6
209	#D3A39E
210	#CF9C96
211	#9187C3
212	#988EC7
213	#9F94CA
214	#A59BCE
215	#ACA2D2
216	#B2A9D5
217	#B9B0D9
218	#BFB7DC
219	#C6BFE0
220	#CCC6E3
221	#D3CDE7
222	#D9D4EB
223	#E0DCEE
224	#E6E3F2
225	#EDEAF5
226	#F4F2F9
227	#FAF9FC
228	#FEFDFD
229	#FBF5F4
230	#F7EDEC
231	#F4E5E3
232	#F0DDDB
233	#ECD6D3
234	#E9CECA
235	#E5C6C2
236	#E1BEBA
237	#DDB7B2
238	#D9AFAA
239	#D5A8A2
