group	fill
1	#EBD2CF
2	#EAD1CE
3	#E9CFCC
4	#E8CDCA
5	#E7CBC8
6	#E6CAC6
7	#E6C8C4
8	#E5C6C2
9	#E4C5C1
10	#E3C3BF
11	#E2C1BD
12	#E1BFBB
13	#E0BDB8
14	#DFBAB6
15	#DEB8B3
16	#DCB5B0
17	#D9AFAA
18	#D6A9A4
19	#D3A49E
20	#D09E98
21	#CD9A94
22	#CC9790
23	#CA948D
24	#C8918A
25	#C68D86
26	#C38881
27	#C0827B
28	#BD7D76
29	#BA7871
30	#B6736C
31	#F1E0DE
32	#F1DFDC
33	#F0DDDA
34	#EFDBD8
35	#EED9D6
36	#EDD7D4
37	#ECD6D3
38	#ECD4D1
39	#EBD2CF
40	#EAD1CE
41	#E9CFCC
42	#E8CDCA
43	#E7CBC7
44	#E6C8C4
45	#E5C6C2
46	#E3C2BE
47	#E0BCB8
48	#DDB7B2
49	#DAB1AC
50	#D7ABA6
51	#D4A5A0
52	#D1A09A
53	#CF9C96
54	#CD9993
55	#CB958F
56	#C89089
57	#C58B84
58	#C2867F
59	#BF8079
60	#BB7B74
61	#F7EEEC
62	#F7EDEB
63	#F6EBE9
64	#F5E9E7
65	#F4E7E5
66	#F4E5E3
67	#F3E4E2
68	#F2E2E0
69	#F1E0DE
70	#F1DEDC
71	#F0DDDA
72	#EFDBD8
73	#EED9D6
74	#EDD6D3
75	#EBD4D0
76	#EAD0CD
77	#E7CAC6
78	#E4C4C0
79	#E1BEBA
80	#DEB8B4
81	#DBB3AD
82	#D8ADA7
83	#D5A7A1
84	#D1A19B
85	#CF9D97
86	#CC9892
87	#CA938D
88	#C78E87
89	#C48982
90	#C1847D
91	#FDFBFB
92	#FDFAFA
93	#FCF8F8
94	#FBF7F6
95	#FBF5F4
96	#FAF3F2
97	#F9F1F0
98	#F8F0EF
99	#F8EEED
100	#F7ECEB
101	#F6EAE9
102	#F5E9E7
103	#F4E7E5
104	#F3E4E2
105	#F2E2DF
106	#F0DEDB
107	#EDD8D5
108	#EAD2CE
109	#E8CCC8
110	#E5C6C2
111	#E2C0BC
112	#DFBAB5
113	#DCB4AF
114	#D8ADA7
115	#D4A6A0
116	#D1A09A
117	#CE9B95
118	#CB9790
119	#C8918B
120	#C58C85
121	#F7F6FB
122	#F8F7FB
123	#F9F8FC
124	#FAFAFD
125	#FCFBFD
126	#FDFDFE
127	#FFFFFF
128	#FEFEFD
129	#FEFCFC
130	#FDFAFA
131	#FCF8F8
