group	fill
1	#DCD7EC
2	#E0DCEE
3	#E5E2F1
4	#EBE8F4
5	#F0EEF7
6	#F6F5FA
7	#FBFAFD
8	#FFFEFE
9	#FCF8F8
10	#FAF2F1
11	#F7ECEB
12	#F4E6E4
13	#F1DFDD
14	#EED8D6
15	#EAD2CE
16	#E7CBC7
17	#E4C4C0
18	#E0BDB8
19	#DDB6B1
20	#D9AFAA
21	#D7ABA5
22	#D5A8A2
23	#D3A49F
24	#D2A29C
25	#CF9D97
26	#CC9790
27	#C78F88
28	#C28780
29	#BE7F78
30	#B97770
31	#D5CFE8
32	#D8D3EA
33	#DDD9ED
34	#E3DFF0
35	#E9E5F3
36	#EEEBF6
37	#F2F1F8
38	#F7F6FB
39	#FCFCFD
40	#FEFDFC
41	#FBF6F6
42	#F9F0EF
43	#F5E9E8
44	#F2E2E0
45	#EFDBD9
46	#ECD4D1
47	#E8CDCA
48	#E5C6C3
49	#E2C0BB
50	#DEB9B4
51	#DAB2AD
52	#D8AEA9
53	#D7ABA6
54	#D5A9A3
55	#D4A59F
56	#D09E98
57	#CB968F
58	#C68E87
59	#C2867F
60	#BD7E77
61	#CDC7E4
62	#D0CAE6
63	#D6D0E9
64	#DBD6EC
65	#E0DCEE
66	#E5E2F1
67	#EAE7F4
68	#EFEDF6
69	#F4F3F9
70	#F9F8FC
71	#FEFEFF
72	#FDFAF9
73	#FAF3F2
74	#F7ECEB
75	#F4E5E3
76	#F0DEDC
77	#EDD7D4
78	#EAD0CD
79	#E6C9C5
80	#E3C2BE
81	#DFBBB7
82	#DCB5B0
83	#DBB2AD
84	#D9AFAA
85	#D6AAA4
86	#D3A49E
87	#CF9D97
88	#CB958E
89	#C68D86
90	#C1857E
91	#C6BFE0
92	#C9C2E2
93	#CEC8E4
94	#D3CEE7
95	#D8D3EA
96	#DDD9ED
97	#E2DEEF
98	#E7E4F2
99	#ECEAF5
100	#F2F0F8
101	#F7F5FA
102	#FCFBFD
103	#FEFDFD
104	#FBF6F5
105	#F8EFEE
106	#F5E8E6
107	#F2E1DF
108	#EEDAD7
109	#EBD3D0
110	#E8CCC8
111	#E4C5C1
112	#E1BEBA
113	#DEB9B4
114	#DCB5B0
115	#D9AFA9
116	#D5A9A3
117	#D2A29D
118	#CF9C96
119	#CA948D
120	#C58B84
121	#BFB7DC
122	#C2BADE
123	#C7BFE0
124	#CCC5E3
125	#D0CAE6
126	#D5D0E8
127	#DBD6EB
128	#E0DBEE
129	#E5E1F1
130	#EAE7F4
131	#EFEDF6
132	#F4F2F9
133	#F9F8FC
134	#FEFEFF
135	#FCF9F8
136	#F9F2F1
137	#F6EBE9
138	#F3E4E2
139	#F0DDDA
140	#ECD6D3
141	#E9CFCB
142	#E6C9C5
143	#E3C2BE
144	#DFBAB5
145	#DBB4AF
146	#D8ADA8
147	#D5A7A2
148	#D1A19B
149	#CE9A94
150	#C8918A
151	#B8B0D8
152	#BBB3DA
153	#BFB7DC
154	#C4BCDF
155	#C9C2E2
156	#CEC7E4
157	#D3CDE7
158	#D8D3EA
159	#DDD8ED
160	#E2DEEF
161	#E7E4F2
162	#ECEAF5
163	#F1EFF8
164	#F6F5FA
