group	fill
1	#F8F0EE
2	#F7EDEB
3	#F5E9E7
4	#F3E5E3
5	#F2E1DE
6	#F0DDDA
7	#EED9D6
8	#ECD6D3
9	#EBD2CF
10	#E9CFCB
11	#E7CBC7
12	#E5C7C3
13	#E3C2BE
14	#E1BEBA
15	#DFBAB5
16	#DDB6B1
17	#DAB2AC
18	#D7ACA7
19	#D4A6A0
20	#D1A09A
21	#CE9A94
22	#CC9891
23	#CA958E
24	#C9928B
25	#C68E87
26	#C48983
27	#C1857E
28	#BF817A
29	#BD7D76
30	#BA7972
31	#FEFCFC
32	#FDF9F9
33	#FBF5F5
34	#F9F1F0
35	#F7EDEC
36	#F6EAE8
37	#F4E6E4
38	#F2E3E0
39	#F1DFDD
40	#EFDCD9
41	#EDD8D5
42	#EBD4D1
43	#E9CFCC
44	#E7CBC7
45	#E5C7C3
46	#E3C2BE
47	#E1BEBA
48	#DEB8B4
49	#DBB2AD
50	#D7ACA7
51	#D4A6A0
52	#D1A09A
53	#CF9D97
54	#CD9A94
55	#CC9790
56	#CA938D
57	#C78F88
58	#C58B84
59	#C28780
60	#C0827B
61	#F7F6FB
62	#F9F8FC
63	#FCFCFE
64	#FFFEFE
65	#FDFAFA
66	#FBF7F6
67	#FAF3F2
68	#F8EFEE
69	#F7ECEA
70	#F5E8E6
71	#F3E4E2
72	#F1E1DE
73	#EFDCDA
74	#EDD8D5
75	#EBD3D0
76	#E9CFCC
77	#E7CBC7
78	#E4C5C1
79	#E1BFBA
80	#DEB8B3
81	#DAB2AD
82	#D7ACA6
83	#D4A6A0
84	#D2A29C
85	#D09F99
86	#CF9C96
87	#CD9992
88	#CA948E
89	#C89089
90	#C58B84
91	#EDEAF5
92	#EFEDF6
93	#F2F0F8
94	#F5F4FA
95	#F8F7FB
96	#FBFBFD
97	#FEFEFF
98	#FEFCFC
99	#FCF8F8
100	#FAF5F4
101	#F9F1F0
102	#F7EDEC
103	#F5E9E7
104	#F3E5E3
105	#F1E0DE
106	#EFDCD9
107	#EDD8D5
108	#EAD1CE
109	#E7CBC7
110	#E4C5C0
111	#E1BEBA
112	#DEB8B3
113	#DAB2AD
114	#D7ABA6
115	#D5A8A2
116	#D3A49F
117	#D2A19C
118	#D09E98
119	#CD9993
